Company,TypeName,Ram,Weight,Price,TouchScreen,Ips,Ppi,Cpu_brand,HDD,SSD,Gpu_brand,Os,storage_type,Second_Price,Inches,ScreenResolution,Cpu,Gpu,Memory,storage_capacity,log_price,GHz
Asus,2 in 1 Convertible,8,1.1,750.75,1,0,165.6321180513006,Intel Core i7,0,1024,Intel,Windows,ssd,79866.72,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,512GB SSD +  512GB SSD,1024,6.62107270686344,1.8
Lenovo,Notebook,4,2.2,233.89,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Others,hdd,24881.76,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD,1000,5.454850919362802,2.5
HP,Notebook,8,2.5,509.85,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows,hdd,54239.04,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce 930MX ,1TB HDD,1000,6.234116564810234,1.8
Lenovo,Notebook,8,2.05,440.73,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,46886.4,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,256GB SSD,256,6.088432443050445,1.8
Apple,Ultrabook,8,1.37,981.08,0,1,226.98300468106115,Intel Core i5,0,512,Intel,Mac,ssd,104370.192,13.3,IPS Panel Retina Display 2560x1600,Intel Core i5 2.9GHz,Intel Iris Graphics 550,512GB SSD,512,6.888654005679736,2.9
Asus,Gaming,16,3.2,775.79,0,0,127.33567457123112,AMD Processor,1000,256,AMD,Windows,both,82530.72,17.3,Full HD 1920x1080,AMD Ryzen 1700 3GHz,AMD Radeon RX 580,256GB SSD +  1TB HDD,1256,6.653881865002709,3
Dell,Notebook,8,2.14,368.15,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Others,ssd,39164.5296,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,AMD Radeon 520,256GB SSD,256,5.908490463814726,1.8
Lenovo,2 in 1 Convertible,16,1.36,1251.58,1,0,209.80068286498081,Intel Core i7,0,512,Intel,Windows,ssd,133146.72,14,Touchscreen 2560x1440,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,512GB SSD,512,7.132162032120871,2.6
Toshiba,Notebook,8,2.2,406.68,0,0,100.45466986113652,Intel Core i7,500,0,Nvidia,Windows,hdd,43263.36,15.6,1366x768,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 930M,500GB HDD,500,6.00802663540696,2.5
Dell,Notebook,12,2.3,357.13,0,0,100.45466986113652,Intel Core i7,1000,0,Intel,Windows,hdd,37992.3696,15.6,1366x768,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,1TB HDD,1000,5.878099861152963,2.7
Dell,Notebook,8,2.8,550.41,0,0,127.33567457123112,Intel Core i7,1000,128,AMD,Others,both,58554.72,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,128GB SSD +  1TB HDD,1128,6.310663455058738,1.8
Acer,Notebook,8,2.2,373.12,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,hdd,39693.6,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX130,1TB HDD,1000,5.921900083722073,1.8
Lenovo,Notebook,4,2.8,244.91,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows,hdd,26053.92,17.3,1600x900,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,1TB HDD,1000,5.500890796117536,2
Lenovo,Notebook,8,2.8,425.21,0,0,127.33567457123112,Intel Core i7,2000,0,Nvidia,Others,hdd,45234.72,17.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX150,2TB HDD,2000,6.052583164535549,1.8
Lenovo,Notebook,6,2.8,430.21,0,0,106.11306214269258,Intel Core i7,1000,128,Nvidia,Windows,both,45767.52,17.3,1600x900,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,128GB SSD +  1TB HDD,1128,6.064273461565794,2.7
Dell,Notebook,4,2.25,214.36,0,0,141.21199808219862,Intel Core i3,1000,0,AMD,Others,hdd,22803.84,15.6,Full HD 1920x1080,Intel Core i3 6006U 2.0GHz,AMD Radeon R5 M430,1TB HDD,1000,5.36765684462665,2
Lenovo,Gaming,8,2.5,415.19,0,1,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,ssd,44169.119999999995,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,256GB SSD,256,6.0287362467832155,2.5
Lenovo,Notebook,6,2.2,289.98,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,30849.12,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,5.669811955085048,2.5
Acer,Notebook,8,3,476.29,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,50669.28,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Nvidia GeForce MX150,256GB SSD,256,6.166026912415302,1.8
Acer,Notebook,12,2.15,330.05,1,1,141.21199808219862,Intel Core i7,1000,0,Intel,Windows,hdd,35111.52,15.6,IPS Panel Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,1TB HDD,1000,5.79924415813478,2.7
Lenovo,Notebook,8,1.95,549.41,0,1,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,58448.159999999996,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 630,256GB SSD,256,6.308844975170079,2.7
Asus,Ultrabook,8,1.7,489.31,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,ssd,52054.56,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,256GB SSD,256,6.192996235445731,2.5
Lenovo,Gaming,16,2.5,590.48,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,62817.119999999995,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  1TB HDD,1256,6.380935765461797,2.8
Lenovo,Notebook,8,2.2,330.05,0,0,141.21199808219862,Intel Core i7,1000,0,Nvidia,Others,hdd,35112.0528,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,1TB HDD,1000,5.79924415813478,2.7
Acer,Notebook,2,2.19,99.67,0,0,100.45466986113652,Other Intel Processor,0,16,Intel,Others,ssd,10602.72,15.6,1366x768,Intel Celeron Dual Core 3205U 1.5GHz,Intel HD Graphics,16GB SSD,16,4.601864728979365,1.5
Asus,Gaming,8,3,594.49,0,0,127.33567457123112,Intel Core i7,1000,0,Nvidia,Windows,hdd,63243.36,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,1TB HDD,1000,6.387703895131501,2.8
HP,Notebook,8,2.54,244.91,0,0,106.11306214269258,Intel Core i3,1000,0,Intel,Windows,hdd,26053.92,17.3,1600x900,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,1TB HDD,1000,5.500890796117536,2
Dell,Notebook,8,2,916.02,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,97449.12,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,256GB SSD,256,6.820038198496906,2.8
Lenovo,Notebook,8,2.05,370.11,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,39373.92,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,256GB SSD,256,5.913800258751483,1.6
Lenovo,Gaming,8,3.2,650.58,0,1,141.21199808219862,Intel Core i7,1000,0,Nvidia,Windows,hdd,69210.72,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,1TB HDD,1000,6.477864272712146,2.8
Acer,Notebook,8,2.5,490.31,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Others,ssd,52161.119999999995,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD,256,6.1950378441253156,2.8
Dell,Workstation,16,3.42,1444.83,0,0,127.33567457123112,Intel Core i7,0,256,Nvidia,Windows,ssd,153705.3408,17.3,Full HD 1920x1080,Intel Core i7 7820HQ 2.9GHz,Nvidia Quadro M1200,256GB SSD,256,7.275746946566751,2.9
Lenovo,Notebook,6,2.4,249.92,0,0,141.21199808219862,AMD Processor,1000,0,AMD,Windows,hdd,26586.719999999998,15.6,Full HD 1920x1080,AMD A10-Series 9600P 2.4GHz,AMD Radeon R5 430,1TB HDD,1000,5.521140866651321,2.4
Asus,Ultrabook,16,1.63,735.22,0,0,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,ssd,78215.04,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,512GB SSD,512,6.600169774153515,2.7
Asus,Notebook,4,1.3,254.92,0,0,111.93520355955212,Intel Core i3,0,128,Intel,Windows,ssd,27119.52,14,1366x768,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,128GB SSD,128,5.540949770446093,2.4
Asus,Gaming,16,2.9,1062.77,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,113060.15999999999,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD,1256,6.96863398616321,2.8
Lenovo,Notebook,6,2.8,325.04,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows,hdd,34578.72,17.3,1600x900,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 940M,1TB HDD,1000,5.783948251679472,2.5
Lenovo,Notebook,8,2.2,274.96,0,0,100.45466986113652,Intel Core i5,2000,0,Nvidia,Others,hdd,29250.719999999998,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,2TB HDD,2000,5.616625632541578,2.5
Asus,Gaming,8,2.5,633.55,0,0,141.21199808219862,Intel Core i7,1000,128,Nvidia,Windows,both,67399.2,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,128GB SSD +  1TB HDD,1128,6.451338923244918,2.8
Lenovo,Notebook,4,2.2,180.29,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,hdd,19180.267200000002,15.6,1366x768,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,1TB HDD,1000,5.194566665554109,1.1
HP,2 in 1 Convertible,16,1.28,989.14,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,105228,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,256GB SSD,256,6.89683587873286,2.8
Toshiba,Notebook,8,2.2,522.37,0,1,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,55571.04,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 930M,256GB SSD,256,6.258376149054407,2.5
Lenovo,Notebook,8,2.3,410.18,0,0,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,both,43636.32,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 940MX,128GB SSD +  1TB HDD,1128,6.016596087745587,2.5
HP,Notebook,4,1.86,234.89,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,hdd,24988.32,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,1TB HDD,1000,5.459117319451744,2
Lenovo,Notebook,8,1.1,500.33,0,1,165.6321180513006,Intel Core i5,0,256,Intel,Windows,ssd,53226.72,13.3,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.215267880717977,2.5
Dell,Ultrabook,16,1.21,1251.58,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows,ssd,133146.72,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,1TB SSD,1000,7.132162032120871,1.8
MSI,Gaming,16,2.8,1051.25,0,1,141.21199808219862,Intel Core i7,1000,256,Nvidia,Windows,both,111834.72,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,256GB SSD +  1TB HDD,1256,6.957735211287158,2.8
Acer,Notebook,8,2.23,234.89,0,0,141.21199808219862,AMD Processor,0,256,AMD,Windows,ssd,24988.32,15.6,Full HD 1920x1080,AMD A8-Series 7410 2.2GHz,AMD Radeon R5,256GB SSD,256,5.459117319451744,2.2
Dell,Notebook,8,2.33,422.7,0,0,141.21199808219862,Intel Core i5,1000,128,AMD,Windows,both,44968.32,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,128GB SSD +  1TB HDD,1128,6.046662707572744,1.6
HP,2 in 1 Convertible,16,1.29,1226.54,1,1,331.2642361026012,Intel Core i7,0,1000,Intel,Windows,ssd,130482.72,13.3,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,1TB SSD,1000,7.111952476293531,1.8
HP,Notebook,8,1.95,490.82,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,52214.4,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.196077461802757,2.5
HP,Notebook,8,1.48,647.07,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,68837.76,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.4724544803023925,2.7
Lenovo,Notebook,4,2.79,294.99,0,0,106.11306214269258,Intel Core i5,1000,0,Nvidia,Windows,hdd,31381.92,17.3,1600x900,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,1TB HDD,1000,5.686941457460175,2.5
Asus,Notebook,8,2,547.91,0,0,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,58288.32,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.306111039883563,2.7
HP,Notebook,8,2.1,451.75,0,1,100.45466986113652,Intel Core i7,1000,0,Intel,Windows,hdd,48058.56,15.6,IPS Panel Full HD 1366x768,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,1TB HDD,1000,6.113128929472338,1.8
Acer,Notebook,8,2.2,330.05,0,0,100.45466986113652,AMD Processor,0,256,AMD,Windows,ssd,35111.52,15.6,1366x768,AMD A12-Series 9720P 2.7GHz,AMD Radeon RX 540,256GB SSD,256,5.79924415813478,2.7
Acer,Notebook,6,2.23,274.96,0,0,100.45466986113652,Intel Core i5,1000,0,Intel,Windows,hdd,29250.719999999998,15.6,1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD,1000,5.616625632541578,2.5
Asus,Ultrabook,8,1.7,525.82,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,55938.672,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,256GB SSD,256,6.264958948848913,2.7
HP,Ultrabook,8,1.26,668.61,0,0,176.23257360658386,Intel Core i7,0,256,Intel,Windows,ssd,71128.8,12.5,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.505200930499934,2.7
Dell,Notebook,32,2.06,1321.7,1,0,282.42399616439724,Intel Core i7,0,1000,Nvidia,Windows,ssd,140605.91999999998,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,1TB SSD,1000,7.186674065763761,2.8
MSI,Gaming,8,2.7,600.5,0,0,127.33567457123112,Intel Core i7,1000,256,Nvidia,Windows,both,63882.72,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  1TB HDD,1256,6.397762641520038,2.8
Toshiba,Notebook,8,2,472.28,0,1,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,50243.04,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.157572030038909,2.5
Asus,Notebook,8,2,668.11,0,0,157.3505121487356,Intel Core i7,1000,256,Intel,Windows,both,71075.52,14,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD +  1TB HDD,1256,6.504452830638604,2.7
Lenovo,Notebook,4,1.85,224.87,0,0,141.21199808219862,Intel Core i3,1000,0,Intel,Windows,hdd,23922.719999999998,15.6,Full HD 1920x1080,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,1TB HDD,1000,5.415522457448741,2
Asus,Gaming,8,2.5,500.33,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,53226.72,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,256GB SSD,256,6.215267880717977,2.8
HP,Notebook,8,1.48,635.05,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,67559.04,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,256GB SSD,256,6.453703735950328,2.6
Dell,Ultrabook,8,1.9,525.37,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Windows,both,55890.72,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Nvidia GeForce 940MX,128GB SSD +  1TB HDD,1128,6.264102776268335,1.6
HP,Notebook,8,1.84,572.95,0,0,141.21199808219862,Intel Core i5,0,256,Intel,Windows,ssd,60952.32,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.350798452872457,2.5
Asus,Notebook,4,2,137.72,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,hdd,14651.467200000001,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,1TB HDD,1000,4.925222638470323,1.1
Dell,Notebook,8,2,572.33,0,0,141.21199808219862,Intel Core i5,0,256,Nvidia,Windows,ssd,60885.72,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,Nvidia GeForce 940MX,256GB SSD,256,6.349715748100583,1.6
Dell,Notebook,4,2.2,137.68,0,0,100.45466986113652,Other Intel Processor,500,0,Intel,Others,hdd,14646.671999999999,15.6,1366x768,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics,500GB HDD,500,4.924932151903284,1.6
Lenovo,Notebook,12,2.2,450.25,0,0,141.21199808219862,AMD Processor,2000,0,AMD,Windows,hdd,47898.72,15.6,Full HD 1920x1080,AMD A12-Series 9720P 3.6GHz,AMD Radeon 530,2TB HDD,2000,6.109802984056065,3.6
HP,Notebook,8,2.1,358.6,0,1,141.21199808219862,Intel Core i3,1000,0,Nvidia,Windows,hdd,38148.479999999996,15.6,IPS Panel Full HD 1920x1080,Intel Core i3 7100U 2.4GHz,Nvidia GeForce 930MX ,1TB HDD,1000,5.8822075611710325,2.4
Lenovo,2 in 1 Convertible,16,1.4,1051.25,1,1,316.96506044349616,Intel Core i7,0,512,Intel,Windows,ssd,111834.72,13.9,IPS Panel 4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,512GB SSD,512,6.957735211287158,1.8
Dell,Ultrabook,8,1.2,790.81,0,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,84129.12,13.3,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,256GB SSD,256,6.673057736638866,1.8
Lenovo,Gaming,16,2.4,565.44,0,1,141.21199808219862,Intel Core i7,2000,256,Nvidia,Windows,both,60153.119999999995,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,256GB SSD +  2TB HDD,2256,6.337604189131332,2.8
Dell,Ultrabook,16,1.88,805.32,0,0,141.21199808219862,Intel Core i7,0,768,Intel,Windows,ssd,85672.1088,15.6,Full HD 1920x1080,Intel Core i7 8650U 1.9GHz,Intel UHD Graphics 620,512GB SSD +  256GB SSD,768,6.691239713958148,1.9
Dell,Ultrabook,8,1.9,332.05,0,0,141.21199808219862,Intel Core i5,1000,0,AMD,Windows,hdd,35324.64,15.6,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,1TB HDD,1000,5.805285559986722,1.6
Dell,Notebook,16,2.06,1015.4,1,0,282.42399616439724,Intel Core i7,0,512,Nvidia,Windows,ssd,108020.9376,15.6,4K Ultra HD / Touchscreen 3840x2160,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,512GB SSD,512,6.923037902513294,2.8
HP,Notebook,8,1.84,653.08,0,0,141.21199808219862,Intel Core i7,0,256,Intel,Windows,ssd,69477.12,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.481699633257964,2.7
MSI,Gaming,8,2.7,705.67,0,0,127.33567457123112,Intel Core i7,1000,128,Nvidia,Windows,both,75071.52,17.3,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,128GB SSD +  1TB HDD,1128,6.559147706121164,2.8
HP,Workstation,8,2.6,870.58,0,0,141.21199808219862,Intel Core i7,0,256,Nvidia,Windows,ssd,92615.0256,15.6,Full HD 1920x1080,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M1200,256GB SSD,256,6.76915965619179,2.8
Toshiba,Notebook,16,2.4,702.67,0,1,141.21199808219862,Intel Core i7,0,512,Nvidia,Windows,ssd,74751.84,15.6,IPS Panel Full HD 1920x1080,Intel Core i7 6500U 2.5GHz,Nvidia GeForce 930M,512GB SSD,512,6.554887364814908,2.5
Dell,Notebook,8,2.02,486.26,0,0,141.21199808219862,Intel Core i7,2000,128,AMD,Windows,both,51729.55199999999,15.6,Full HD 1920x1080,Intel Core i7 8550U 1.8GHz,AMD Radeon 530,128GB SSD +  2TB HDD,2128,6.186743460273887,1.8
Lenovo,Notebook,4,2.2,161.26,0,0,100.45466986113652,Other Intel Processor,1000,0,Intel,Others,hdd,17155.627200000003,15.6,1366x768,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,1TB HDD,1000,5.0830179692568755,1.1
Dell,Gaming,8,2.65,500.33,0,0,141.21199808219862,Intel Core i5,1000,0,Nvidia,Windows,hdd,53226.72,15.6,Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,1TB HDD,1000,6.215267880717977,2.5
Dell,Notebook,8,2.36,279.15,1,0,100.45466986113652,Intel Core i5,2000,0,Intel,Windows,hdd,29696.6736,15.6,Touchscreen 1366x768,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,2TB HDD,2000,5.6317492717563695,2.5
Dell,Notebook,8,1.36,714.69,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,76030.56,14,Full HD 1920x1080,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,256GB SSD,256,6.571848882243339,2.6
HP,Notebook,4,1.86,219.87,0,0,100.45466986113652,Intel Core i3,500,0,Intel,Windows,hdd,23389.92,15.6,1366x768,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,500GB HDD,500,5.393036462605869,2
Asus,Notebook,8,2,473.29,0,0,157.3505121487356,Intel Core i5,0,256,Intel,Windows,ssd,50349.6,14,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,256GB SSD,256,6.159708308440529,2.5
Lenovo,Notebook,6,2.8,360.1,0,0,106.11306214269258,Intel Core i5,1000,128,Nvidia,Windows,both,38308.32,17.3,1600x900,Intel Core i5 7200U 2.5GHz,Nvidia GeForce GTX 940MX,128GB SSD +  1TB HDD,1128,5.88638177065483,2.5
HP,Notebook,8,1.86,320.03,0,0,141.21199808219862,Intel Core i5,1000,0,Intel,Windows,hdd,34045.92,15.6,Full HD 1920x1080,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,1TB HDD,1000,5.768414741399516,2.5
Lenovo,Notebook,8,2.2,249.92,0,0,100.45466986113652,Intel Core i3,0,256,Nvidia,Others,ssd,26586.719999999998,15.6,1366x768,Intel Core i3 6006U 2GHz,Nvidia GeForce 920MX ,256GB SSD,256,5.521140866651321,2
HP,Notebook,8,2.04,194.82,0,0,100.45466986113652,Other Intel Processor,2000,0,Intel,Windows,hdd,20725.92,15.6,1366x768,Intel Pentium Quad Core N3710 1.6GHz,Intel HD Graphics 405,2TB HDD,2000,5.27207605534281,1.6
Dell,Notebook,8,2.8,543.4,0,0,127.33567457123112,Intel Core i5,1000,128,AMD,Windows,both,57808.799999999996,17.3,Full HD 1920x1080,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,128GB SSD +  1TB HDD,1128,6.297845696992248,1.6
Lenovo,Gaming,8,2.4,405.17,0,1,141.21199808219862,Intel Core i5,1000,128,Nvidia,Others,both,43103.52,15.6,IPS Panel Full HD 1920x1080,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,128GB SSD +  1TB HDD,1128,6.004306732121277,2.5
Dell,Notebook,8,2.33,450.25,0,0,141.21199808219862,Intel Core i7,0,256,AMD,Windows,ssd,47898.72,15.6,Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,256GB SSD,256,6.109802984056065,2.7
HP,Ultrabook,8,1.36,876.46,0,1,157.3505121487356,Intel Core i7,0,256,Intel,Windows,ssd,93240,14,IPS Panel Full HD 1920x1080,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,256GB SSD,256,6.775891067267452,2.7
Asus,2 in 1 Convertible,12,2.26,550.41,1,0,141.21199808219862,Intel Core i7,2000,512,Nvidia,Windows,both,58554.72,15.6,Full HD / Touchscreen 1920x1080,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GT 940MX,512GB SSD +  2TB HDD,2512,6.310663455058738,2.7
Acer,Notebook,4,2.1,213.35,0,0,100.45466986113652,AMD Processor,0,128,AMD,Windows,ssd,22697.28,15.6,1366x768,AMD A9-Series 9420 3GHz,AMD Radeon R5,128GB SSD,128,5.362934009634009,3
Asus,Gaming,16,3.25,1101.33,0,1,127.33567457123112,AMD Processor,1000,256,AMD,Windows,both,117162.72,17.3,IPS Panel Full HD 1920x1080,AMD Ryzen 1700 3GHz,AMD Radeon RX 580,256GB SSD +  1TB HDD,1256,7.004273819333796,3
Lenovo,Notebook,4,2.6,244.91,0,0,106.11306214269258,AMD Processor,0,128,AMD,Windows,ssd,26053.92,17.3,1600x900,AMD A8-Series 7410 2.2GHz,AMD Radeon R5,128GB SSD,128,5.500890796117536,2.2
Dell,2 in 1 Convertible,8,1.62,435.23,1,0,165.6321180513006,Intel Core i7,0,256,Intel,Windows,ssd,46300.85279999999,13.3,Full HD / Touchscreen 1920x1080,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,256GB SSD,256,6.075874626989435,1.8
